epoch,train_seg_loss,train_edge_loss,train_total_loss,val_seg_loss,val_edge_loss,val_total_loss,learning_rate,epoch_time_sec,gpu_mem_mb
1,2.0821876525878906,1.862778902053833,3.9449665546417236,1.956449031829834,1.842505693435669,3.798954725265503,0.001,1.257213830947876,1481.46533203125
2,1.9650871753692627,1.8188766241073608,3.783963680267334,1.9508113861083984,1.8412580490112305,3.792069435119629,0.001,0.1885662078857422,1844.806640625
3,1.8978344202041626,1.7460275888442993,3.643862009048462,1.9346861839294434,1.834618091583252,3.7693042755126953,0.001,0.17781591415405273,1844.806640625
4,1.8051426410675049,1.6882212162017822,3.493363857269287,1.969343900680542,1.8546602725982666,3.8240041732788086,0.001,0.1904292106628418,1844.806640625
5,1.779125452041626,1.651961088180542,3.431086540222168,2.065835952758789,1.917062759399414,3.982898712158203,0.001,0.17729902267456055,1844.806640625
6,1.7442638874053955,1.6336050033569336,3.377868890762329,2.206618070602417,2.022007942199707,4.228626251220703,0.001,0.1780712604522705,1844.806640625
7,1.712205171585083,1.606796383857727,3.3190016746520996,2.1873621940612793,2.020451068878174,4.207813262939453,0.001,0.18373703956604004,1844.806640625
8,1.6928600072860718,1.5864310264587402,3.2792911529541016,2.1106672286987305,1.9638421535491943,4.074509620666504,0.001,0.18003630638122559,1844.806640625
9,1.6694005727767944,1.5694701671600342,3.238870620727539,2.0762360095977783,1.9376802444458008,4.013916015625,0.001,0.17702698707580566,1844.806640625
10,1.6519520282745361,1.5566381216049194,3.208590030670166,2.1235647201538086,1.9792462587356567,4.102810859680176,0.001,0.17984724044799805,1844.806640625
11,1.6329145431518555,1.5407650470733643,3.1736795902252197,2.1304373741149902,1.9826743602752686,4.11311149597168,0.001,0.17240118980407715,1844.806640625
12,1.6176950931549072,1.5292978286743164,3.1469929218292236,2.0758345127105713,1.9377284049987793,4.01356315612793,0.001,0.17498254776000977,1844.806640625
13,1.6009187698364258,1.512290358543396,3.1132092475891113,2.0653138160705566,1.9303452968597412,3.995659112930298,0.001,0.17734599113464355,1844.806640625
14,1.587255835533142,1.5002899169921875,3.087545871734619,2.0232913494110107,1.885371208190918,3.9086625576019287,0.001,0.17650771141052246,1844.806640625
15,1.5727081298828125,1.4877629280090332,3.0604710578918457,1.988776445388794,1.8815789222717285,3.8703553676605225,0.001,0.17407441139221191,1844.806640625
16,1.565279245376587,1.4812294244766235,3.0465087890625,1.92521333694458,1.7915229797363281,3.716736316680908,0.001,0.18018817901611328,1844.806640625
17,1.5540103912353516,1.4677685499191284,3.0217790603637695,1.827340841293335,1.6988911628723145,3.5262320041656494,0.001,0.18140029907226562,1844.806640625
18,1.5424373149871826,1.458690881729126,3.0011281967163086,1.7751023769378662,1.6472012996673584,3.4223036766052246,0.001,0.17642617225646973,1844.806640625
19,1.5315732955932617,1.450340747833252,2.9819140434265137,1.7532117366790771,1.6230040788650513,3.376215934753418,0.001,0.17749667167663574,1844.806640625
20,1.5216163396835327,1.4407061338424683,2.962322473526001,1.6802502870559692,1.5764057636260986,3.2566561698913574,0.001,0.1744248867034912,1844.806640625
21,1.5116386413574219,1.4324722290039062,2.944110870361328,1.6123449802398682,1.5241491794586182,3.1364941596984863,0.001,0.17745375633239746,1844.806640625
22,1.5014705657958984,1.4241366386413574,2.925607204437256,1.5456929206848145,1.4781627655029297,3.023855686187744,0.001,0.18764352798461914,1844.806640625
23,1.491496205329895,1.41680908203125,2.9083051681518555,1.5048284530639648,1.4455835819244385,2.9504120349884033,0.001,0.17216968536376953,1844.806640625
24,1.4815959930419922,1.4092857837677002,2.8908817768096924,1.4741885662078857,1.4156219959259033,2.889810562133789,0.001,0.17845845222473145,1844.806640625
25,1.472152829170227,1.4018709659576416,2.874023914337158,1.4550241231918335,1.3924919366836548,2.8475160598754883,0.001,0.1745896339416504,1844.806640625
26,1.4623026847839355,1.3955962657928467,2.8578989505767822,1.4444793462753296,1.3753341436386108,2.8198134899139404,0.001,0.17538881301879883,1844.806640625
27,1.4531235694885254,1.388672113418579,2.8417956829071045,1.4428935050964355,1.368607997894287,2.8115015029907227,0.001,-0.7879209518432617,1844.806640625
28,1.4436150789260864,1.3825603723526,2.8261754512786865,1.440615177154541,1.3622831106185913,2.802898406982422,0.001,0.17720746994018555,1844.806640625
29,1.4345495700836182,1.3764402866363525,2.8109898567199707,1.4350483417510986,1.3599474430084229,2.7949957847595215,0.001,0.18206787109375,1844.806640625
