epoch,train_seg_loss,train_edge_loss,train_total_loss,val_seg_loss,val_edge_loss,val_total_loss,learning_rate,epoch_time_sec,gpu_mem_mb
1,2.414047956466675,2.79367995262146,5.207727909088135,2.405687093734741,2.7427241802215576,5.148411273956299,0.001,1.2177510261535645,1481.46533203125
2,2.264334201812744,2.8052685260772705,5.069602966308594,2.390407085418701,2.7163143157958984,5.1067214012146,0.001,0.18517613410949707,1844.806640625
3,2.0845534801483154,2.1455347537994385,4.230088233947754,2.2964465618133545,2.549363136291504,4.8458099365234375,0.001,0.17967844009399414,1844.806640625
4,1.9796485900878906,1.9758691787719727,3.9555177688598633,2.2457826137542725,2.43198823928833,4.677770614624023,0.001,0.18863344192504883,1844.806640625
5,1.9379823207855225,1.863900065422058,3.801882266998291,2.2355470657348633,2.3784518241882324,4.613998889923096,0.001,0.18878841400146484,1844.806640625
6,1.8818893432617188,1.8058688640594482,3.687758207321167,2.265500068664551,2.4094622135162354,4.674962043762207,0.001,0.17761898040771484,1844.806640625
7,1.846474528312683,1.7812435626983643,3.627717971801758,2.2669637203216553,2.3924107551574707,4.659374237060547,0.001,0.18510651588439941,1844.806640625
8,1.8232696056365967,1.7691621780395508,3.5924317836761475,2.2256522178649902,2.3082895278930664,4.533941745758057,0.001,0.17573261260986328,1844.806640625
9,1.8000675439834595,1.7521932125091553,3.5522608757019043,2.171931743621826,2.2151057720184326,4.38703727722168,0.001,0.17404723167419434,1844.806640625
10,1.7775566577911377,1.734158992767334,3.5117156505584717,2.1098885536193848,2.1733975410461426,4.283286094665527,0.001,0.1818675994873047,1844.806640625
11,1.7577321529388428,1.7208806276321411,3.4786128997802734,2.0685791969299316,2.1583974361419678,4.22697639465332,0.001,0.17429351806640625,1844.806640625
12,1.7403721809387207,1.714064598083496,3.454436779022217,2.0777862071990967,2.1409568786621094,4.218743324279785,0.001,0.1775951385498047,1844.806640625
13,1.7224595546722412,1.700642704963684,3.423102378845215,2.052121877670288,2.130612850189209,4.182734489440918,0.001,0.18360424041748047,1844.806640625
14,1.707034945487976,1.689359188079834,3.3963942527770996,2.0196897983551025,2.094569683074951,4.114259719848633,0.001,0.176865816116333,1844.806640625
15,1.69285249710083,1.6816737651824951,3.374526262283325,2.0498385429382324,2.070263385772705,4.1201019287109375,0.001,0.18055200576782227,1844.806640625
16,1.6792144775390625,1.6717994213104248,3.3510138988494873,1.9905729293823242,2.1201791763305664,4.110752105712891,0.001,0.1834099292755127,1844.806640625
17,1.6655876636505127,1.668520450592041,3.3341081142425537,1.9519891738891602,2.043229818344116,3.9952189922332764,0.001,0.18549442291259766,1844.806640625
