epoch,train_seg_loss,train_edge_loss,train_total_loss,val_seg_loss,val_edge_loss,val_total_loss,learning_rate,epoch_time_sec,gpu_mem_mb
1,2.096976808793159,2.071681460524242,4.185790665957685,1.659029202939623,1.6388894547150745,3.297918661512603,9.996183729391579e-05,1084.6289930343628,2375.615234375
2,1.885364795766012,1.8976129093930398,3.7953990042110117,1.6120877161766718,1.5922301058630342,3.2043178243544497,9.984740801978984e-05,1090.3309607505798,2390.3671875
3,1.8572715027304445,1.886040882893118,3.7589073527436425,1.5735650668252248,1.578792686601287,3.152357751883349,9.965688861926886e-05,1090.694307088852,2390.3671875
4,1.8416058275357312,1.8865555959671287,3.758841433389756,1.5519743791290086,1.5588364111181217,3.1108107836886902,9.939057285945933e-05,1087.0449500083923,2390.3671875
5,1.797694086331955,1.8378737225556414,3.6663748460739405,1.5492503122218604,1.561524475276663,3.1107747886558954,9.904887137995992e-05,1091.4961423873901,2390.3671875
6,1.8064307930672507,1.8384674893993767,3.691101348658834,1.5731243392796193,1.566359813930919,3.1394841609263495,9.8632311059685e-05,1093.8016965389252,2390.3671875
7,1.7912364783689056,1.816569722305753,3.6644273110741565,1.6093162649271944,1.5721634066992207,3.1814796731695774,9.814153420445554e-05,1094.2717230319977,2390.3671875
8,1.7532939161104033,1.792880651200554,3.6044667527353225,1.5309530280554564,1.5473156465295834,3.0782686714987153,9.757729755661012e-05,1097.4952356815338,2390.3671875
9,1.7521320911301594,1.7880692490950252,3.5997694055106684,1.5680115060898865,1.558176107005394,3.126187612323699,9.694047112816299e-05,1084.9819407463074,2390.3671875
10,1.737600987861073,1.775667622461542,3.571873618286719,1.5488883403512652,1.546963364561013,3.0958517037549065,9.62320368593087e-05,1085.3227944374084,2390.3671875
11,1.7242976326576258,1.762638508726241,3.5438228819724515,1.5646798444797305,1.5543199218206807,3.1189997620567147,9.545308710434153e-05,1089.7667725086212,2390.3671875
12,1.6948355825894663,1.7406062993760498,3.4964865360514747,1.646846598406054,1.5906734242794198,3.237520018055987,9.460482294732421e-05,1086.6644833087921,2390.3671875
13,1.6692677341239879,1.7208222855809137,3.4522601744169386,1.6283107799233743,1.5743636868918212,3.2026744629572894,9.368855235010347e-05,1092.6233685016632,2390.3671875
14,1.6979657553870213,1.7349722225697888,3.4954196063425385,1.6350580033360946,1.6185755806833408,3.253633576303624,9.270568813552756e-05,1083.8996531963348,2390.3671875
15,1.6464833058479036,1.7083131935142715,3.41769428255164,1.7690659225179926,1.606130362328588,3.3751962840749994,9.1657745808976e-05,1088.884278535843,2390.3671875
16,1.6351484197607025,1.6911632937561092,3.3909965978440937,1.6140350986838727,1.5749259766637314,3.1889610738044416,9.05463412215599e-05,1095.0794415473938,2390.3671875
17,1.6274989401557807,1.690420603762087,3.3796448537423736,1.6846934240612783,1.5960454512568354,3.280738872231789,8.937318807859687e-05,1091.8492336273193,2390.3671875
18,1.6204802333711583,1.6866311053302332,3.370133446831138,1.6097460707414497,1.5876964303667878,3.1974425038087717,8.814009529720155e-05,1097.4587709903717,2390.3671875
19,1.6043599659393546,1.6686071344528453,3.3347266482590436,1.6531161984193672,1.584141017549632,3.2372572136542557,8.684896421706645e-05,1091.5917699337006,2390.3671875
20,1.5905917229656386,1.6602751082788922,3.3162722383596264,1.6803833767048364,1.6280316774127552,3.308415045630199,8.550178566873411e-05,1116.225356578827,2390.3671875
21,1.56642447016474,1.6417992806593842,3.273282961674246,1.7762029871199896,1.6741831993207963,3.4503861769889164,8.410063690388064e-05,1102.7264058589935,2390.3671875
22,1.5867601209669957,1.6494128534909283,3.3002338027317255,1.760770418497351,1.6519167434822009,3.412687168923782,8.264767839234411e-05,1089.7755634784698,2390.3671875
23,1.5594330839501795,1.6344409481014353,3.260338526337294,1.6748976850201012,1.5970763295985348,3.2719740088317772,8.114515049083679e-05,1098.3085582256317,2390.3671875
24,1.5308014048459335,1.6044978848681823,3.1997604484550144,1.7356175230544748,1.6440815265896251,3.3796990573599115,7.959536998847744e-05,1084.42600440979,2390.3671875
25,1.5225458660587445,1.59657392716766,3.1856401635330784,1.7800056425113122,1.6673876008555342,3.447393234493663,7.800072653447033e-05,1753.8706710338593,2390.3671875
26,1.510141331982334,1.5880552300925246,3.164802283695425,1.7037483106539086,1.6220146417617798,3.325762954730432,7.636367895343949e-05,1109.1933262348175,2390.3671875
27,1.5057829367696542,1.5817243677248343,3.1520270061413314,1.762849938522265,1.671303653022618,3.434153603890181,7.46867514540993e-05,1121.7934927940369,2390.3671875
28,1.4805202714738146,1.5635194616246104,3.1119507356159675,1.9325043748111788,1.7384502160510584,3.6709545850753784,7.297252973710759e-05,1117.1218371391296,2390.3671875
